,item,index,level,area,log(area)
9866,level2_44,23,2,17940,9.794788135612787
9867,level2_44,24,2,12180,9.407550541263888
9868,level2_44,25,2,28566,10.259972478422574
9869,level2_44,26,2,20043,9.905635244593586
9870,level2_45,0,2,27556,10.223975576713087
9871,level2_45,1,2,29900,10.305613759378778
9872,level2_45,2,2,42639,10.66052460640712
9873,level2_45,3,2,34128,10.437873440711131
9874,level2_45,4,2,59184,10.988406514072235
9875,level2_45,5,2,33489,10.418972305682843
9876,level2_45,6,2,39342,10.580047929491675
9877,level2_45,7,2,27267,10.21343245878688
9878,level2_45,8,2,21300,9.966462351697517
9879,level2_45,9,2,32025,10.374272126764936
9880,level2_45,10,2,39200,10.576432025778553
9881,level2_45,11,2,19422,9.8741617231543
9882,level2_45,12,2,32025,10.374272126764936
9883,level2_45,13,2,37800,10.54006438160768
9884,level2_45,14,2,66234,11.100949205246406
9885,level2_45,15,2,30378,10.321473941197965
9886,level2_45,16,2,23275,10.055135102145268
9887,level2_45,17,2,40775,10.615824427489214
9888,level2_45,18,2,37800,10.54006438160768
9889,level2_45,19,2,40764,10.615554617948584
9890,level2_45,20,2,54000,10.896739325546411
9891,level2_45,21,2,56364,10.939585935814996
9892,level2_45,22,2,43200,10.673595774232203
9893,level2_45,23,2,11600,9.358760377094455
9894,level2_45,24,2,18486,9.824768967824722
9895,level2_45,25,2,19372,9.87158400352312
9896,level2_45,26,2,14500,9.581903928408666
9897,level2_45,27,2,4897,8.496378051702317
9898,level2_45,28,2,44103,10.694283086332076
9899,level2_45,29,2,16956,9.738377032472528
9900,level2_45,30,2,28400,10.254144424149297
9901,level2_45,31,2,62250,11.038913814326953
9902,level2_46,0,2,39528,10.584764560525587
9903,level2_46,1,2,29800,10.302263672493496
9904,level2_46,2,2,25050,10.12862910651301
9905,level2_46,3,2,41392,10.63084290442581
9906,level2_46,4,2,46592,10.749184131556358
9907,level2_46,5,2,34953,10.461759580888051
9908,level2_46,6,2,32864,10.400133112728284
9909,level2_46,7,2,14364,9.572480355345974
9910,level2_46,8,2,55728,10.928237992605782
9911,level2_46,9,2,21150,9.959395184474424
9912,level2_46,10,2,74592,11.219788541835484
9913,level2_46,11,2,69368,11.147180945056997
9914,level2_46,12,2,46656,10.75055681536833
9915,level2_46,13,2,50328,10.826316861249866
9916,level2_46,14,2,28728,10.265627535905919
9917,level2_46,15,2,66034,11.097925039878724
9918,level2_46,16,2,53664,10.890497664622936
9919,level2_46,17,2,47959,10.778101758215147
9920,level2_46,18,2,47676,10.772183405602599
9921,level2_46,19,2,41600,10.635855446249355
9922,level2_46,20,2,31600,10.360912399575003
9923,level2_46,21,2,31050,10.343354087361625
9924,level2_46,22,2,23084,10.046895015830858
9925,level2_46,23,2,57792,10.964605636776657
9926,level2_46,24,2,66234,11.100949205246406
9927,level2_46,25,2,65656,11.092184269309547
9928,level2_46,26,2,84056,11.33923852236861
9929,level2_46,27,2,41472,10.632773779711947
9930,level2_46,28,2,19950,9.90098442231801
9931,level2_46,29,2,67962,11.126704004428769
9932,level2_47,0,2,18792,9.841186526338749
9933,level2_47,1,2,32025,10.374272126764936
9934,level2_47,2,2,72474,11.190983155833333
9935,level2_47,3,2,39375,10.580886376127934
9936,level2_47,4,2,26062,10.168233593704851
9937,level2_47,5,2,44775,10.709405226928913
9938,level2_47,6,2,64242,11.070412481386326
9939,level2_47,7,2,62250,11.038913814326953
9940,level2_47,8,2,38200,10.550590794594667
9941,level2_47,9,2,41256,10.627551835730795
9942,level2_47,10,2,51465,10.848657243960659
9943,level2_47,11,2,65412,11.088461006852281
9944,level2_47,12,2,28914,10.272081185868387
9945,level2_47,13,2,46031,10.737070361537285
9946,level2_47,14,2,30378,10.321473941197965
9947,level2_47,15,2,30378,10.321473941197965
9948,level2_47,16,2,41750,10.639454730279002
9949,level2_47,17,2,30178,10.314868461073596
9950,level2_47,18,2,101924,11.531982716503686
9951,level2_47,19,2,43276,10.675353487807463
9952,level2_47,20,2,66500,11.104957226643945
9953,level2_47,21,2,52525,10.869044525713202
9954,level2_47,22,2,79734,11.286451373559563
9955,level2_47,23,2,28459,10.256219733992088
9956,level2_47,24,2,42975,10.66837383025105
9957,level2_47,25,2,53200,10.881813675329736
9958,level2_47,26,2,67275,11.116543975595107
9959,level2_47,27,2,43200,10.673595774232203
9960,level2_47,28,2,62192,11.037981653092004
9961,level2_47,29,2,63168,11.053553122793154
9962,level2_47,30,2,70692,11.166087691309688
9963,level2_47,31,2,102384,11.536485729379242
9964,level2_47,32,2,139040,11.84251694049922
9965,level2_48,0,2,44103,10.694283086332076
9966,level2_48,1,2,26892,10.199584123588927
9967,level2_48,2,2,11703,9.367600498174767
9968,level2_48,3,2,87009,11.37376684056218
9969,level2_48,4,2,18600,9.830916859701293
9970,level2_48,5,2,14364,9.572480355345974
9971,level2_48,6,2,33425,10.417059401970144
9972,level2_48,7,2,50328,10.826316861249866
9973,level2_48,8,2,16356,9.702350081484532
9974,level2_48,9,2,21750,9.98736903651683
9975,level2_48,10,2,28650,10.262908722142885
9976,level2_48,11,2,22350,10.014581600041716
9977,level2_48,12,2,3150,8.055157731819678
9978,level2_48,13,2,17928,9.794119015480764
9979,level2_48,14,2,19750,9.890908770329268
9980,level2_48,15,2,27650,10.22738100695048
9981,level2_48,16,2,22875,10.037799890143722
9982,level2_48,17,2,29987,10.308519233394938
9983,level2_48,18,2,14500,9.581903928408666
9984,level2_48,19,2,23084,10.046895015830858
9985,level2_48,20,2,62884,11.049047038311404
9986,level2_48,21,2,33086,10.406865511166961
9987,level2_48,22,2,22692,10.029767718446458
9988,level2_48,23,2,26228,10.17458282138351
9989,level2_48,24,2,50328,10.826316861249866
9990,level2_48,25,2,23406,10.060747678734712
9991,level2_49,0,2,33600,10.422281345951296
9992,level2_49,1,2,69984,11.156021923476494
9993,level2_49,2,2,33234,10.411328727261159
9994,level2_49,3,2,28914,10.272081185868387
9995,level2_49,4,2,12103,9.401208634738603
9996,level2_49,5,2,21300,9.966462351697517
9997,level2_49,6,2,24734,10.115934094302002
9998,level2_49,7,2,32499,10.388964598613677
9999,level2_49,8,2,51143,10.842380909619711
10000,level2_49,9,2,11664,9.36426245424844
10001,level2_49,10,2,28884,10.271043087571073
10002,level2_49,11,2,13708,9.525734882994499
10003,level2_49,12,2,16625,9.718662865524054
10004,level2_49,13,2,39634,10.587442614727157
10005,level2_49,14,2,9828,9.19299073364107
10006,level2_49,15,2,18792,9.841186526338749
10007,level2_49,16,2,27531,10.223067921487123
10008,level2_49,17,2,21014,9.95294416124872
10009,level2_49,18,2,18744,9.838628980187632
10010,level2_49,19,2,16092,9.686077533069678
10011,level2_49,20,2,32864,10.400133112728284
10012,level2_49,21,2,21009,9.952706196323627
10013,level2_49,22,2,14500,9.581903928408666
10014,level2_49,23,2,28914,10.272081185868387
10015,level2_5,0,2,2916,7.977968093128549
10016,level2_5,1,2,3990,8.29154650988391
10017,level2_5,2,2,1710,7.444248649496705
10018,level2_5,3,2,1505,7.316548177182976
10019,level2_5,4,2,3078,8.032035314398824
10020,level2_5,5,2,1785,7.487173694213739
10021,level2_5,6,2,1976,7.588829878307813
10022,level2_5,7,2,4779,8.471986598578159
10023,level2_5,8,2,1440,7.272398392570047
10024,level2_5,9,2,2695,7.899153483343097
10025,level2_5,10,2,1320,7.1853870155804165
10026,level2_5,11,2,2774,7.928045600874777
10027,level2_5,12,2,4104,8.319717386850606
10028,level2_5,13,2,2964,7.994294986415977
10029,level2_5,14,2,2451,7.804251383528112
10030,level2_5,15,2,2232,7.710653323501202
10031,level2_5,16,2,1323,7.187657164114956
10032,level2_5,17,2,3078,8.032035314398824
10033,level2_5,18,2,1978,7.589841512182657
10034,level2_5,19,2,2640,7.878534196140362
10035,level2_5,20,2,4095,8.31752199628717
10036,level2_50,0,2,20584,9.93226935396158
10037,level2_50,1,2,20875,9.946307549719057
10038,level2_50,2,2,21014,9.95294416124872
10039,level2_50,3,2,33034,10.405292613081036
10040,level2_50,4,2,39200,10.576432025778553
10041,level2_50,5,2,44928,10.712816487385483
10042,level2_50,6,2,19950,9.90098442231801
10043,level2_50,7,2,21150,9.959395184474424
10044,level2_50,8,2,19950,9.90098442231801
10045,level2_50,9,2,32025,10.374272126764936
10046,level2_50,10,2,32184,10.379224713629624
10047,level2_50,11,2,18753,9.839109018599922
10048,level2_50,12,2,23700,10.073230327123223
10049,level2_50,13,2,24850,10.120613031524774
10050,level2_50,14,2,31200,10.348173373797573
10051,level2_50,15,2,14500,9.581903928408666
10052,level2_50,16,2,13500,9.51044496442652
10053,level2_50,17,2,15500,9.648595302907339
10054,level2_50,18,2,18753,9.839109018599922
10055,level2_50,19,2,18753,9.839109018599922
10056,level2_50,20,2,7050,8.860782895806315
10057,level2_50,21,2,19950,9.90098442231801
10058,level2_50,22,2,26228,10.17458282138351
10059,level2_50,23,2,28914,10.272081185868387
10060,level2_50,24,2,17325,9.759905824058103
10061,level2_50,25,2,22156,10.005863619152995
10062,level2_50,26,2,19881,9.897519780756337
10063,level2_50,27,2,15561,9.65252306301951
10064,level2_50,28,2,20022,9.904586947979428
10065,level2_50,29,2,21150,9.959395184474424
10066,level2_50,30,2,46367,10.744343278290193
10067,level2_50,31,2,11664,9.36426245424844
10068,level2_50,32,2,14500,9.581903928408666
10069,level2_50,33,2,16600,9.717157974344635
10070,level2_51,0,2,34736,10.455531892118072
10071,level2_51,1,2,45567,10.726939049306129
10072,level2_51,2,2,46575,10.748819195469789
10073,level2_51,3,2,62192,11.037981653092004
10074,level2_51,4,2,61978,11.0345347623474
10075,level2_51,5,2,21014,9.95294416124872
10076,level2_51,6,2,30000,10.308952660644293
10077,level2_51,7,2,28884,10.271043087571073
10078,level2_51,8,2,19750,9.890908770329268
10079,level2_51,9,2,31200,10.348173373797573
10080,level2_51,10,2,28650,10.262908722142885
10081,level2_51,11,2,49750,10.814765742586738
10082,level2_51,12,2,33408,10.41655067124231
10083,level2_51,13,2,39767,10.59079270161244
10084,level2_51,14,2,36814,10.513633486592667
10085,level2_51,15,2,44928,10.712816487385483
10086,level2_51,16,2,40764,10.615554617948584
10087,level2_51,17,2,37200,10.524064040261237
10088,level2_51,18,2,25403,10.142622556268384
10089,level2_51,19,2,18200,9.809176873064887
10090,level2_51,20,2,33600,10.422281345951296
10091,level2_51,21,2,27556,10.223975576713087
10092,level2_51,22,2,30989,10.341387581787455
10093,level2_51,23,2,46872,10.755175761224624
10094,level2_51,24,2,33250,10.411810046084
10095,level2_51,25,2,56153,10.935835387056356
10096,level2_51,26,2,27122,10.20810048564789
10097,level2_51,27,2,18625,9.83226004324776
10098,level2_51,28,2,68256,11.131020621271077
10099,level2_51,29,2,24734,10.115934094302002
10100,level2_51,30,2,44503,10.703311881612331
10101,level2_51,31,2,18886,9.846176185823014
10102,level2_51,32,2,27650,10.22738100695048
10103,level2_51,33,2,41256,10.627551835730795
10104,level2_51,34,2,68362,11.132572393676918
10105,level2_52,0,2,24964,10.125190066053934
10106,level2_52,1,2,18300,9.814656338829513
10107,level2_52,2,2,38200,10.550590794594667
10108,level2_52,3,2,29058,10.277049111631284
10109,level2_52,4,2,44712,10.707997200949533
10110,level2_52,5,2,25536,10.147844500249535
10111,level2_52,6,2,32400,10.38591370178042
10112,level2_52,7,2,8184,9.009936307631463
10113,level2_52,8,2,18486,9.824768967824722
10114,level2_52,9,2,16472,9.709417248707625
10115,level2_52,10,2,20584,9.93226935396158
10116,level2_52,11,2,18753,9.839109018599922
10117,level2_52,12,2,39200,10.576432025778553
10118,level2_52,13,2,28200,10.247077256926206
10119,level2_52,14,2,24675,10.113545864301683
10120,level2_52,15,2,26250,10.17542126801977
10121,level2_52,16,2,18200,9.809176873064887
10122,level2_52,17,2,26100,10.169690593310785
10123,level2_52,18,2,19817,9.894295434167212
10124,level2_52,19,2,10672,9.275378768155404
10125,level2_52,20,2,15840,9.670293665368417
10126,level2_53,0,2,26467,10.183653952946246
10127,level2_53,1,2,41447,10.632170781587089
10128,level2_53,2,2,30450,10.323841273138044
10129,level2_53,3,2,52192,10.86268450542074
10130,level2_53,4,2,19592,9.882876598632004
10131,level2_53,5,2,16200,9.692766521220475
10132,level2_53,6,2,23542,10.066541338972426
10133,level2_53,7,2,18625,9.83226004324776
10134,level2_53,8,2,41256,10.627551835730795
10135,level2_53,9,2,21014,9.95294416124872
10136,level2_53,10,2,14500,9.581903928408666
10137,level2_53,11,2,24883,10.121940118362215
10138,level2_53,12,2,23142,10.049404427436283
10139,level2_53,13,2,14364,9.572480355345974
10140,level2_53,14,2,17484,9.769041455983205
10141,level2_53,15,2,30212,10.315994475433339
10142,level2_53,16,2,46592,10.749184131556358
10143,level2_53,17,2,15428,9.643939319328119
10144,level2_53,18,2,31706,10.364261216403174
10145,level2_53,19,2,21280,9.96552294345558
10146,level2_53,20,2,15360,9.639522006701663
10147,level2_54,0,2,54225,10.900897335695076
10148,level2_54,1,2,34800,10.457372665762566
10149,level2_54,2,2,27492,10.221650332241495
10150,level2_54,3,2,23714,10.073820870018016
10151,level2_54,4,2,23406,10.060747678734712
10152,level2_54,5,2,20584,9.93226935396158
10153,level2_54,6,2,22875,10.037799890143722
10154,level2_54,7,2,25403,10.142622556268384
10155,level2_54,8,2,23700,10.073230327123223
10156,level2_54,9,2,25986,10.165313210442681
10157,level2_54,10,2,10028,9.213136459278184
10158,level2_54,11,2,13725,9.526974266377731
10159,level2_54,12,2,22436,10.018422090628228
10160,level2_54,13,2,13300,9.495519314209846
10161,level2_54,14,2,11700,9.367344120785848
10162,level2_54,15,2,28608,10.26144167797324
10163,level2_54,16,2,22500,10.021270588192511
10164,level2_54,17,2,9828,9.19299073364107
10165,level2_54,18,2,18486,9.824768967824722
10166,level2_54,19,2,12831,9.459619396895018
10167,level2_54,20,2,30378,10.321473941197965
10168,level2_54,21,2,36417,10.502790977565914
10169,level2_55,0,2,39711,10.58938350638188
10170,level2_55,1,2,34762,10.456280115123425
10171,level2_55,2,2,10800,9.287301413112312
10172,level2_55,3,2,12528,9.435721418230584
10173,level2_55,4,2,11703,9.367600498174767
10174,level2_55,5,2,14751,9.599066156080049
10175,level2_55,6,2,27556,10.223975576713087
10176,level2_55,7,2,16200,9.692766521220475
10177,level2_55,8,2,9801,9.19023970026918
10178,level2_55,9,2,9975,9.207837241758064
10179,level2_55,10,2,27450,10.220121446937677
10180,level2_55,11,2,16200,9.692766521220475
10181,level2_55,12,2,11700,9.367344120785848
10182,level2_55,13,2,19817,9.894295434167212
10183,level2_55,14,2,22464,10.019669306825538
10184,level2_55,15,2,27492,10.221650332241495
10185,level2_55,16,2,4422,8.394347361417392
10186,level2_55,17,2,17484,9.769041455983205
10187,level2_55,18,2,12236,9.412137705270794
10188,level2_55,19,2,20875,9.946307549719057
10189,level2_55,20,2,7425,8.9126079636709
10190,level2_55,21,2,11039,9.309189736018352
10191,level2_55,22,2,18753,9.839109018599922
10192,level2_55,23,2,10000,9.210340371976184
10193,level2_56,0,2,22078,10.002336916578297
10194,level2_56,1,2,17625,9.777073627680469
10195,level2_56,2,2,22278,10.011354923405134
10196,level2_56,3,2,21014,9.95294416124872
10197,level2_56,4,2,7772,8.95828281049733
10198,level2_56,5,2,12528,9.435721418230584
10199,level2_56,6,2,5625,8.63497622707262
10200,level2_56,7,2,18300,9.814656338829513
10201,level2_56,8,2,14500,9.581903928408666
10202,level2_56,9,2,5800,8.66561319653451
10203,level2_56,10,2,6700,8.809862805379057
10204,level2_56,11,2,11664,9.36426245424844
10205,level2_56,12,2,20300,9.918376165029878
10206,level2_56,13,2,15428,9.643939319328119
10207,level2_56,14,2,14850,9.605755144230846
10208,level2_56,15,2,4897,8.496378051702317
10209,level2_56,16,2,18792,9.841186526338749
10210,level2_56,17,2,26100,10.169690593310785
10211,level2_56,18,2,13114,9.481435640823564
10212,level2_56,19,2,20584,9.93226935396158
10213,level2_56,20,2,18486,9.824768967824722
10214,level2_56,21,2,28000,10.239959789157341
10215,level2_56,22,2,16614,9.718000992399016
10216,level2_56,23,2,7636,8.940629184845639
10217,level2_56,24,2,14500,9.581903928408666
10218,level2_57,0,2,20584,9.93226935396158
10219,level2_57,1,2,34953,10.461759580888051
10220,level2_57,2,2,22500,10.021270588192511
10221,level2_57,3,2,28914,10.272081185868387
10222,level2_57,4,2,24900,10.1226230824528
10223,level2_57,5,2,12922,9.466686564118111
10224,level2_57,6,2,15428,9.643939319328119
10225,level2_57,7,2,16600,9.717157974344635
10226,level2_57,8,2,13500,9.51044496442652
10227,level2_57,9,2,30561,10.327479965258176
10228,level2_57,10,2,24339,10.099835281063175
10229,level2_57,11,2,13689,9.524347869595513
10230,level2_57,12,2,18328,9.816185224133331
10231,level2_57,13,2,23550,10.066881099444563
10232,level2_57,14,2,21492,9.975436051848712
10233,level2_57,15,2,21700,9.98506753952855
10234,level2_57,16,2,35856,10.487266196040709
10235,level2_57,17,2,24675,10.113545864301683
10236,level2_57,18,2,13312,9.49642116306099
10237,level2_57,19,2,13888,9.538780436900131
10238,level2_57,20,2,12672,9.447150114054207
10239,level2_58,0,2,22350,10.014581600041716
10240,level2_58,1,2,11664,9.36426245424844
10241,level2_58,2,2,51400,10.847393451443256
10242,level2_58,3,2,16492,9.71063069382679
10243,level2_58,4,2,17433,9.766120240743215
10244,level2_58,5,2,17484,9.769041455983205
10245,level2_58,6,2,30336,10.320090405054748
10246,level2_58,7,2,12103,9.401208634738603
10247,level2_58,8,2,33234,10.411328727261159
10248,level2_58,9,2,23275,10.055135102145268
10249,level2_58,10,2,13300,9.495519314209846
10250,level2_58,11,2,22692,10.029767718446458
10251,level2_58,12,2,30212,10.315994475433339
10252,level2_58,13,2,10800,9.287301413112312
10253,level2_58,14,2,21014,9.95294416124872
10254,level2_58,15,2,21492,9.975436051848712
10255,level2_58,16,2,74451,11.217896469855393
10256,level2_58,17,2,9828,9.19299073364107
10257,level2_58,18,2,28914,10.272081185868387
10258,level2_58,19,2,10500,9.259130536145614
10259,level2_58,20,2,16497,9.710933825175925
10260,level2_59,0,2,21300,9.966462351697517
10261,level2_59,1,2,7128,8.871785969150645
10262,level2_59,2,2,15106,9.622847294873393
10263,level2_59,3,2,7500,8.922658299524402
10264,level2_59,4,2,6889,8.837681215593197
10265,level2_59,5,2,7636,8.940629184845639
10266,level2_59,6,2,17400,9.764225485202621
10267,level2_59,7,2,18600,9.830916859701293
10268,level2_59,8,2,15834,9.669914805731379
10269,level2_59,9,2,14625,9.590487672100057
10270,level2_59,10,2,6225,8.736328721332908
10271,level2_59,11,2,9628,9.172430798902962
10272,level2_59,12,2,11284,9.331141072121888
10273,level2_59,13,2,31842,10.36854145205595
10274,level2_59,14,2,15500,9.648595302907339
10275,level2_59,15,2,46656,10.75055681536833
10276,level2_59,16,2,13300,9.495519314209846
10277,level2_59,17,2,14625,9.590487672100057
10278,level2_59,18,2,21875,9.993099711225815
10279,level2_59,19,2,11520,9.351839934249883
10280,level2_59,20,2,20160,9.911455722185305
10281,level2_6,0,2,1599,7.377133712833954
10282,level2_6,1,2,700,6.551080335043404
10283,level2_6,2,2,360,5.886104031450156
10284,level2_6,3,2,700,6.551080335043404
10285,level2_6,4,2,1677,7.424761761823209
10286,level2_6,5,2,1260,7.138866999945524
10287,level2_6,6,2,490,6.194405391104672
10288,level2_6,7,2,725,6.586171654854675
10289,level2_6,8,2,1152,7.049254841255837
10290,level2_6,9,2,1152,7.049254841255837
10291,level2_6,10,2,810,6.697034247666484
10292,level2_6,11,2,960,6.866933284461882
10293,level2_6,12,2,800,6.684611727667927
10294,level2_6,13,2,361,5.8888779583328805
10295,level2_6,14,2,2500,7.824046010856292
10296,level2_6,15,2,460,6.131226489483141
10297,level2_6,16,2,651,6.478509642208569
10298,level2_6,17,2,1152,7.049254841255837
10299,level2_6,18,2,595,6.38856140554563
10300,level2_6,19,2,580,6.363028103540465
10301,level2_6,20,2,1122,7.022868086082641
10302,level2_6,21,2,480,6.173786103901937
10303,level2_6,22,2,660,6.492239835020471
10304,level2_6,23,2,483,6.180016653652572
10305,level2_6,24,2,1400,7.24422751560335
10306,level2_6,25,2,456,6.1224928095143865
10307,level2_6,26,2,1120,7.02108396428914
10308,level2_6,27,2,840,6.733401891837359
10309,level2_6,28,2,1254,7.134093721192866
10310,level2_6,29,2,1023,6.930494765951626
10311,level2_6,30,2,1216,7.103322062526113
10312,level2_6,31,2,1080,6.984716320118266
10313,level2_6,32,2,1728,7.454719949364001
10314,level2_6,33,2,1344,7.203405521083095
10315,level2_6,34,2,2397,7.781973234434385
10316,level2_60,0,2,16356,9.702350081484532
10317,level2_60,1,2,25803,10.15824604321959
10318,level2_60,2,2,31442,10.35589985775146
10319,level2_60,3,2,42984,10.668583232408658
10320,level2_60,4,2,22278,10.011354923405134
10321,level2_60,5,2,21009,9.952706196323627
10322,level2_60,6,2,19750,9.890908770329268
10323,level2_60,7,2,27072,10.20625526240595
10324,level2_60,8,2,19750,9.890908770329268
10325,level2_60,9,2,22278,10.011354923405134
10326,level2_60,10,2,18600,9.830916859701293
10327,level2_60,11,2,24000,10.085809109330082
10328,level2_60,12,2,17689,9.780698256443507
10329,level2_60,13,2,34528,10.449525868057862
10330,level2_60,14,2,33034,10.405292613081036
10331,level2_60,15,2,16384,9.704060527839234
10332,level2_60,16,2,106800,11.578713205508231
10333,level2_60,17,2,13728,9.527192821727743
10334,level2_60,18,2,22304,10.012521313560251
10335,level2_60,19,2,42688,10.661673129275295
10336,level2_60,20,2,33120,10.407892608499196
10337,level2_61,0,2,17400,9.764225485202621
10338,level2_61,1,2,24675,10.113545864301683
10339,level2_61,2,2,16836,9.731274729890462
10340,level2_61,3,2,5625,8.63497622707262
10341,level2_61,4,2,14500,9.581903928408666
10342,level2_61,5,2,55912,10.931534305156966
10343,level2_61,6,2,18328,9.816185224133331
10344,level2_61,7,2,9628,9.172430798902962
10345,level2_61,8,2,16356,9.702350081484532
10346,level2_61,9,2,25536,10.147844500249535
10347,level2_61,10,2,24206,10.094355815298549
10348,level2_61,11,2,16500,9.711115659888671
10349,level2_61,12,2,23542,10.066541338972426
10350,level2_61,13,2,18753,9.839109018599922
10351,level2_61,14,2,13650,9.521494800613105
10352,level2_61,15,2,23283,10.055478759522249
10353,level2_61,16,2,12528,9.435721418230584
10354,level2_61,17,2,26228,10.17458282138351
10355,level2_61,18,2,23406,10.060747678734712
10356,level2_61,19,2,56153,10.935835387056356
10357,level2_61,20,2,12960,9.469622969906265
10358,level2_62,0,2,11375,9.33917324381915
10359,level2_62,1,2,26931,10.201033318424798
10360,level2_62,2,2,17928,9.794119015480764
10361,level2_62,3,2,10800,9.287301413112312
10362,level2_62,4,2,18625,9.83226004324776
10363,level2_62,5,2,14508,9.582455500402792
10364,level2_62,6,2,11664,9.36426245424844
10365,level2_62,7,2,26386,10.180588845443722
10366,level2_62,8,2,19750,9.890908770329268
10367,level2_62,9,2,11664,9.36426245424844
10368,level2_62,10,2,18486,9.824768967824722
10369,level2_62,11,2,21014,9.95294416124872
10370,level2_62,12,2,30378,10.321473941197965
10371,level2_62,13,2,27664,10.227887207923072
10372,level2_63,0,2,7553,8.929700114313448
10373,level2_63,1,2,9108,9.11690842718363
10374,level2_63,2,2,11375,9.33917324381915
10375,level2_63,3,2,11039,9.309189736018352
10376,level2_63,4,2,22278,10.011354923405134
10377,level2_63,5,2,11172,9.321165927065067
10378,level2_63,6,2,10375,9.247154345098899
10379,level2_63,7,2,5742,8.655562860681009
10380,level2_63,8,2,21294,9.966180621874551
10381,level2_63,9,2,11500,9.350102314351341
10382,level2_63,10,2,15834,9.669914805731379
10383,level2_63,11,2,28861,10.270246481762213
10384,level2_63,12,2,24339,10.099835281063175
10385,level2_63,13,2,24900,10.1226230824528
10386,level2_63,14,2,17689,9.780698256443507
10387,level2_63,15,2,39601,10.586609649448985
10388,level2_63,16,2,30450,10.323841273138044
10389,level2_63,17,2,15428,9.643939319328119
10390,level2_63,18,2,19950,9.90098442231801
10391,level2_63,19,2,36600,10.507803519389457
10392,level2_63,20,2,21014,9.95294416124872
10393,level2_63,21,2,15228,9.630891117502388
10394,level2_63,22,2,31125,10.345766633767008
10395,level2_64,0,2,5742,8.655562860681009
10396,level2_64,1,2,12528,9.435721418230584
10397,level2_64,2,2,14100,9.55393007636626
10398,level2_64,3,2,17550,9.772809228894012
10399,level2_64,4,2,13500,9.51044496442652
10400,level2_64,5,2,7636,8.940629184845639
10401,level2_64,6,2,6006,8.700514248543275
10402,level2_64,7,2,13559,9.51480581246231
10403,level2_64,8,2,21014,9.95294416124872
10404,level2_64,9,2,23700,10.073230327123223
10405,level2_64,10,2,30856,10.337086499888064
10406,level2_64,11,2,10556,9.264449697623215
10407,level2_64,12,2,6225,8.736328721332908
10408,level2_64,13,2,9744,9.184406989949679
10409,level2_64,14,2,16472,9.709417248707625
10410,level2_64,15,2,15428,9.643939319328119
10411,level2_64,16,2,17689,9.780698256443507
10412,level2_64,17,2,26228,10.17458282138351
10413,level2_65,0,2,13500,9.51044496442652
10414,level2_65,1,2,18486,9.824768967824722
10415,level2_65,2,2,27722,10.229981600773298
10416,level2_65,3,2,16653,9.720345659358271
10417,level2_65,4,2,20750,9.940301525658844
10418,level2_65,5,2,7656,8.94324493313279
10419,level2_65,6,2,9936,9.20391980417326
10420,level2_65,7,2,15197,9.628853318933604
10421,level2_65,8,2,36600,10.507803519389457
10422,level2_65,9,2,35136,10.466981524869203
10423,level2_65,10,2,27556,10.223975576713087
10424,level2_65,11,2,19256,9.865577979462907
10425,level2_65,12,2,12450,9.429475901892854
10426,level2_65,13,2,20750,9.940301525658844
10427,level2_65,14,2,18753,9.839109018599922
10428,level2_65,15,2,23700,10.073230327123223
10429,level2_65,16,2,21150,9.959395184474424
10430,level2_65,17,2,50000,10.819778284410283
10431,level2_65,18,2,8778,9.080003870248179
10432,level2_65,19,2,21300,9.966462351697517
10433,level2_65,20,2,27267,10.21343245878688
10434,level2_65,21,2,33600,10.422281345951296
10435,level2_66,0,2,10500,9.259130536145614
10436,level2_66,1,2,13689,9.524347869595513
10437,level2_66,2,2,33234,10.411328727261159
10438,level2_66,3,2,30625,10.329571947847029
10439,level2_66,4,2,17064,9.744726260151186
10440,level2_66,5,2,10800,9.287301413112312
10441,level2_66,6,2,14364,9.572480355345974
10442,level2_66,7,2,22436,10.018422090628228
10443,level2_66,8,2,15228,9.630891117502388
10444,level2_66,9,2,16700,9.723163998404846
10445,level2_66,10,2,11500,9.350102314351341
10446,level2_66,11,2,16492,9.71063069382679
10447,level2_66,12,2,16356,9.702350081484532
10448,level2_66,13,2,23714,10.073820870018016
10449,level2_66,14,2,19881,9.897519780756337
10450,level2_66,15,2,17400,9.764225485202621
10451,level2_66,16,2,19592,9.882876598632004
10452,level2_66,17,2,31050,10.343354087361625
10453,level2_66,18,2,23700,10.073230327123223
10454,level2_66,19,2,16240,9.69523261371567
10455,level2_66,20,2,16800,9.72913416539135
10456,level2_67,0,2,22875,10.037799890143722
10457,level2_67,1,2,34762,10.456280115123425
10458,level2_67,2,2,24534,10.107815189592698
10459,level2_67,3,2,41256,10.627551835730795
10460,level2_67,4,2,31850,10.36879266100031
10461,level2_67,5,2,22278,10.011354923405134
10462,level2_67,6,2,33234,10.411328727261159
10463,level2_67,7,2,11408,9.342070142654077
10464,level2_67,8,2,26000,10.165851817003619
10465,level2_67,9,2,17064,9.744726260151186
10466,level2_67,10,2,23550,10.066881099444563
10467,level2_67,11,2,36400,10.502324053624832
10468,level2_67,12,2,27492,10.221650332241495
10469,level2_67,13,2,23875,10.08058716534893
10470,level2_67,14,2,42175,10.64958290741417
10471,level2_67,15,2,46550,10.748282282705214
10472,level2_67,16,2,23406,10.060747678734712
10473,level2_67,17,2,28400,10.254144424149297
